"SKU","Balance","InOrder"

"93014","22","2"

"93038","27","0"

"93050","53","1"

"93051","33","0"

"93052","17","0"

"93053","24","1"

"93057","2","0"

"93058","1","0"

"93063","1","0"

"93067","1","0"

"93068","1","1"

"93070","5","0"

"93072","17","0"

"93075","10","0"

"93076","6","1"

"93077","23","0"

"93078","15","0"

"93079","45","1"

"93080","6","0"

"93081","9","1"

"93083","64","3"

"93085","17","6"

"93087","17","6"

"93091","26","5"

"93092","82","17"

"93093","11","4"

"93096","6","2"

"93097","41","0"

"5831","15","4"

"93100","1","0"

"93107","1","0"

"5832","17","3"

"93110","13","5"

"9312","1","0"

"5834","50","15"

"93136","216","6"

"93137","17","0"

"5835","6","0"

"93147","18","3"

"5836","102","35"

"93155","41","3"

"93156","77","0"

"5838","142","60"

"5839","7","1"

"93197","9","0"

"93198","9","3"

"93199","31","0"

"93200","28","0"

"5841","6","0"

"93201","71","14"

"93204","3","0"

"5842","224","71"

"5843","93","34"
"93224","6","0"

"5844","31","12"

"93239","94","4"

"93241","65","43"

"93243","32","8"

"93245","108","33"

"93246","44","0"

"93247","70","17"

"93248","182","105"

"93254","52","9"

"93255","67","14"

"93257","1","0"

"93258","8","5"

"93272","7","0"

"93279","16","1"

"93289","2","0"

"93292","125","4"

"93293","77","0"

"93309","6","0"

"93319","4","1"

"9332","15","0"

"93320","10","0"

"9333","3","0"

"93347","84","26"

"93348","13","0"

"93350","24","1"

"93352","24","2"

"93355","11","1"

"93357","10","2"

"93360","8","0"

"93361","10","0"

"93367","23","11"

"93374","2","0"

"93375","53","7"

"93378","26","3"

"93379","7","3"

"93380","193","7"

"93387","64","9"

"93396","158","20"

"93406","14","1"

"93407","14","0"

"93408","4","5"

"9342","1","0"

"9343","7","0"

"93433","3","0"

"93441","4","0"

"5865","6","1"

"93444","4","0"

"93445","18","2"

"93448","12","0"

"5868","17","1"

"5869","16","1"

"5870","18","0"

"82927","12","2"

"82928","10","0"
"82932","2","4"

"76581","4","0"

"82933","3","0"

"76582","2","0"

"76583","3","0"

"76584","10","2"

"76593","3","0"

"8299","43","4"

"76617","2","0"

"76621","1946","294"

"76650","21","2"

"831","11","0"

"76723","4","0"

"83200","1","0"

"83209","8","4"

"83210","12","5"

"76745","14","0"

"83214","2","0"

"83223","24","0"

"76852","32","9"

"83225","2","0"

"83226","5","1"

"83228","3","0"

"83229","1","0"

"83234","15","0"

"83235","13","0"

"83237","10","2"

"83238","7","0"

"83241","3","1"

"83243","3","1"

"83244","5","3"

"83308","4","0"

"83309","1","0"

"83314","13","0"

"83317","3","1"

"77025","3","0"

"77026","7","0"

"77027","14","0"

"77028","15","0"

"77029","18","0"

"77031","7","0"

"83327","7","1"

"77032","21","0"

"77033","10","0"

"83329","2","0"

"83330","5","0"

"83331","4","1"

"83332","2","0"

"77037","1","0"

"83334","4","0"

"77039","11","0"

"83335","2","0"

"83336","4","1"

"77040","9","0"

"77041","12","0"
"77042","2","0"

"77043","10","0"

"77044","40","0"

"77045","16","0"

"77048","17","0"

"77049","8","0"

"77050","4","0"

"77054","4","0"

"77056","33","0"

"77057","27","0"

"77058","40","0"

"77059","10","6"

"77060","2","0"

"77061","57","0"

"77062","40","3"

"77063","25","0"

"77064","22","0"

"83404","5","0"

"77065","20","0"

"83405","9","0"

"77066","12","0"

"77067","7","0"

"77068","46","0"

"77069","23","0"

"83409","26","6"

"83410","93","6"

"83411","34","2"

"77071","12","0"

"77072","14","0"

"77073","3","0"

"77074","41","0"

"77075","68","0"

"83417","1","0"

"77076","29","3"

"83418","11","4"

"77077","1","0"

"77078","20","3"

"77079","19","6"

"77080","19","0"

"77081","13","0"

"77082","1","0"

"77083","14","0"

"77084","18","0"

"77085","26","0"

"77086","10","0"

"77088","15","0"

"77089","18","0"

"83432","6","2"

"77094","14","0"

"77100","13","0"

"77101","30","0"

"77102","15","6"

"77103","9","0"

"77108","7","0"

"77109","1","0"
"77111","4","0"

"77113","19","0"

"77114","26","0"

"77120","7","2"

"77121","3","0"

"8351","3","0"

"8352","3","0"

"77131","1","1"

"77134","9","0"

"83604","14","5"

"77136","2","0"

"77137","5","0"

"77139","6","0"

"77141","21","0"

"77250","25","9"

"7726","32","17"

"7727","36","8"

"7728","31","13"

"83627","8","0"

"77307","11","0"

"77321","4","0"

"77323","10","3"

"77324","1","0"

"83640","10","0"

"77330","2","0"

"77331","1","0"

"77332","3","1"

"77333","6","0"

"77339","31","5"

"83853","1","0"

"83855","31","1"

"83861","4","0"

"83864","95","2"

"77707","56","7"

"83869","39","6"

"77754","80","13"

"77758","7","3"

"77850","6","0"

"8398","103","28"

"77859","4","2"

"77860","3","0"

"77861","95","5"

"77862","132","31"

"77867","10","5"

"77868","9","0"

"77870","34","5"

"77872","23","3"

"84061","10","1"

"77875","2","0"

"84064","5","0"

"8409","146","19"

"77880","3","0"

"8410","2294","105"

"77881","44","4"

"8411","67","15"
"77884","45","19"

"8412","22","7"

"8413","47","9"

"8414","38","18"

"8415","114","51"

"84150","61","4"

"77895","1","0"

"8424","5","1"

"8425","3","2"

"8426","9","0"

"8427","3","0"

"8429","2","0"

"84309","8","1"

"84311","3","0"

"84312","2","0"

"84313","15","1"

"84316","14","0"

"84319","1","0"

"77975","37","7"

"84320","2","0"

"84323","14","0"

"84324","21","3"

"78004","3","4"

"84327","7","2"

"84328","4","0"

"84329","2","0"

"78008","8","0"

"84330","7","0"

"78009","7","0"

"84331","4","0"

"84332","4","0"

"78016","17","0"

"78017","5","0"

"84344","5","0"

"78031","8","0"

"78032","10","3"

"78033","32","0"

"78034","2","0"

"78035","6","1"

"84358","44","35"

"84401","24","3"

"8441","6","0"

"8447","8","1"

"8450","7","1"

"84500","18","3"

"84501","38","3"

"78214","6","0"

"78216","1","0"

"78217","2","1"

"84565","28","4"

"78220","13","2"

"78221","5","0"

"84568","3","0"

"84569","7","2"

"84570","1","0"
"84571","5","0"

"78230","28","13"

"78235","3","0"

"78236","4","1"

"78237","2","0"

"78241","1","0"

"78243","7","0"

"84588","6","3"

"78245","4","1"

"78248","1","0"

"78249","4","0"

"78257","6","0"

"84651","3","1"

"78258","7","1"

"78261","10","3"

"78262","17","2"

"78263","2","0"

"78264","12","0"

"78279","1","0"

"78287","2","0"

"78292","6","0"

"78303","301","36"

"84805","2","0"

"78402","35","10"

"78403","24","3"

"78408","3","2"

"78410","5","0"

"8483","3","0"

"84846","7","3"

"84847","55","9"

"84848","4","0"

"8489","6","0"

"849","2","0"

"78444","1","0"

"8503","1","0"

"8505","9","2"

"85054","1","0"

"78511","13","1"

"78512","6","0"

"78521","5","0"

"78526","26","1"

"85074","2","0"

"78530","3","0"

"78533","9","0"

"85106","3","3"

"78655","10","0"

"78660","14","0"

"78752","16","0"

"8514","6","1"

"78753","2","0"

"78755","3","0"

"78769","1","0"

"78771","9","2"

"78776","2","0"

"85304","4","0"
"85305","1","0"

"85306","83","31"

"85310","3","0"

"85319","12","3"

"7888","50","17"

"7889","87","8"

"78954","6","0"

"85338","1","0"

"85339","4","0"

"8534","12","3"

"85343","10","12"

"85344","3","0"

"78964","6","1"

"78965","13","0"

"78967","5","0"

"85348","3","0"

"79000","41","0"

"85355","30","15"

"85356","6","1"

"7904","6","0"

"8536","3","0"

"79051","98","5"

"79052","30","1"

"8537","7","0"

"85400","17","0"

"7906","2","0"

"7907","5","0"

"85408","7","7"

"8541","10","1"

"85410","229","23"

"85411","44","18"

"85450","12","2"

"85451","12","0"

"79150","517","80"

"79151","302","46"

"79152","27","21"

"8546","1","1"

"85463","232","37"

"85464","126","15"

"85465","1765","80"

"85471","51","6"

"85473","16","6"

"85474","286","6"

"85476","7","5"

"79452","7","0"

"7950","21","0"

"85481","3","6"

"79500","2","5"

"7953","5","0"

"85488","15","0"

"7954","6","1"

"85493","82","53"

"7958","16","0"

"85505","6","9"

"79705","15","17"
"79713","317","52"

"85511","95","26"

"79714","276","17"

"79718","25","0"

"79719","9","0"

"85518","1","1"

"79722","19","0"

"79724","3","1"

"79726","11","8"

"8554","5","0"

"85553","13","0"

"79755","39","15"

"85554","1","0"

"85556","2","0"

"85557","1","0"

"79762","151","0"

"85558","8","0"

"79766","11","0"

"79767","2","0"

"85562","4","0"

"79769","11","0"

"85564","2","0"

"79774","49","7"

"79776","11","1"

"7980","3","0"

"79800","389","31"

"79801","15","1"

"79804","12","1"

"7981","11","1"

"79825","11","1"

"79826","47","0"

"79827","2","0"

"79828","9","0"

"79831","1","6"

"79850","76","15"

"79851","29","1"

"19591","14","0"

"19592","5","4"

"19596","19","7"

"19608","15","1"

"19624","2","0"

"19628","1","0"

"19629","6","2"

"19667","5","2"

"19668","96","12"

"19671","72","37"

"19674","7","1"

"19678","68","17"

"19680","3","0"

"1970","24","3"

"19700","2","0"

"19707","6","0"

"19709","14","0"

"19710","13","6"

"19713","4","1"
"19714","2","0"

"19717","55","5"

"1973","8","0"

"19765","4","0"

"19766","1","0"

"19767","1","0"

"19811","10","0"

"5894","7","0"

"19817","9","5"

"19829","3","0"

"58943","1","0"

"58946","4","3"

"5895","4","0"

"19854","3","0"

"19855","1","0"

"19864","4","0"

"19867","4","1"

"19898","13","1"

"19902","33","11"

"19903","19","2"

"19924","40","9"

"19926","1","0"

"19939","36","10"

"19953","5","0"

"19964","4","0"

"20013","4","0"

"20058","9","0"

"20059","26","0"

"20060","25","0"

"20073","168","22"

"20093","39","3"

"20112","3","0"

"20113","2","0"

"5909","16","0"

"20138","11","1"

"20140","6","6"

"20141","2","0"

"20143","6","1"

"20151","1","0"

"20152","20","0"

"20153","16","1"

"20154","75","13"

"20155","7","1"

"20157","3","0"

"5912","3","0"

"2017","3","0"

"20196","55","2"

"20197","3","0"

"20198","10","0"

"5913","3","0"

"2021","6","0"

"20227","3","0"

"20229","26","11"

"20239","4","1"

"2026","10","0"
"2028","35","6"

"2029","1","0"

"20300","1","1"

"20313","1","0"

"20367","35","2"

"20375","10","1"

"20395","17","1"

"20396","10","2"

"20397","3","4"

"20398","2","6"

"20439","33","14"

"20440","5","2"

"20442","8","18"

"20444","12","2"

"20447","41","45"

"20449","80","70"

"20475","5","0"

"20476","6","0"

"20477","1","0"

"20479","10","0"

"20496","4","0"

"20512","54","23"

"20528","1","0"

"20545","21","5"

"5933","27","0"

"20637","3","0"

"20640","6","0"

"20646","11","4"

"20647","144","61"

"20648","117","44"

"20649","8","1"

"20650","46","12"

"20651","53","15"

"20652","128","57"

"20653","58","12"

"20754","3","0"

"20761","2","0"

"20763","3","0"

"20785","9","9"

"20811","3","3"

"20813","3","0"

"20815","1","0"

"2082","4","0"

"5941","20","11"

"20824","2","0"

"20827","1","0"

"20829","1","0"

"2083","5","0"

"20832","2","1"

"2084","5","0"

"20857","1","0"

"20859","6","0"

"20871","6","0"

"20872","27","21"

"20873","406","140"
"20932","1","0"

"20934","7","0"

"20948","6","1"

"20950","1","0"

"20974","8","2"

"20975","23","3"

"21007","2","0"

"2101","9","0"

"2102","3","0"

"21065","13","0"

"5956","30","2"

"21076","1","0"

"2108","20","0"

"21096","12","0"

"21105","3","0"

"5958","1","0"

"2111","42","0"

"21113","23","4"

"2112","6","0"

"21126","4","0"

"21129","48","9"

"2113","39","9"

"21130","1","0"

"21131","1","0"

"21132","1","0"

"21136","11","1"

"21150","2","0"

"21151","4","0"

"21152","15","1"

"21153","3","0"

"21159","15","2"

"21160","10","0"

"5961","3","0"

"21182","31","9"

"21183","2","0"

"2119","10","0"

"21203","11","0"

"21236","11","3"

"21238","41","0"

"21240","78","4"

"21241","52","0"

"21242","22","0"

"21248","1","0"

"2126","1","0"

"21289","17","0"

"21292","4","0"

"21296","29","5"

"21297","3","0"

"21300","1","0"

"21310","2","0"

"2132","2","0"

"21320","3","0"

"21323","6","0"

"21329","1","0"

"21346","5","0"
"21348","4","0"

"21369","12","1"

"21372","16","1"

"21391","107","18"

"21396","25","7"

"21398","12","3"

"2140","4","1"

"21415","24","3"

"21418","1","0"

"59826","7","0"

"59827","6","0"

"21440","79","40"

"59838","544","20"

"21442","115","2"

"21453","29","2"

"2146","3","0"

"5992","17","7"

"21465","1","0"

"21491","63","6"

"21493","3","1"

"6000","10","0"

"6001","41","8"

"6003","11","1"

"6004","25","14"

"21541","16","8"

"21552","10","2"

"60105","3","0"

"21553","1","0"

"60107","2","0"

"60109","1","0"

"21558","1","0"

"21561","6","1"

"21562","6","0"

"60133","60","14"

"21587","23","7"

"21588","26","2"

"21591","27","5"

"6031","13","0"

"65427","4","0"

"65428","4","0"

"65429","12","0"

"6543","10","4"

"65433","1","0"

"65435","10","0"

"65442","2","0"

"65443","4","0"

"65456","55","33"

"65465","24","0"

"65469","6","0"

"40415","9","0"

"40416","9","0"

"40417","7","0"

"65480","14","1"

"40419","17","3"

"40421","8","0"
"40422","12","0"

"65505","35","3"

"40445","13","0"

"65518","1","0"

"40446","5","2"

"65531","16","1"

"65534","20","0"

"65536","44","1"

"6554","4","0"

"65556","27","0"

"65557","2","0"

"65558","6","0"

"6556","7","1"

"40537","8","0"

"40544","1","1"

"65574","68","3"

"65576","43","12"

"65578","28","0"

"65579","5","0"

"65581","14","4"

"40552","93","7"

"40554","2597","80"

"65608","13","3"

"40691","3","0"

"40692","1","0"

"40693","65","7"

"40696","8","0"

"40697","8","0"

"40699","7","0"

"40700","12","1"

"65653","7","5"

"65702","260","42"

"40720","134","5"

"40721","226","347"

"6571","12","7"

"65723","3","2"

"65724","3","2"

"65725","1","1"

"65726","2","1"

"65727","3","0"

"65734","3","0"

"4075","10","0"

"65738","94","13"

"65739","3","0"

"65740","62","4"

"65744","69","72"

"40765","3","0"

"40766","11","15"

"6576","18","1"

"40772","388","21"

"40773","740","42"

"40777","19","2"

"6578","12","0"

"40859","18","2"

"65804","1","12"
"65805","96","57"

"65806","27","1"

"40872","11","0"

"65811","5","0"

"65814","13","0"

"40877","6","0"

"65816","1","0"

"40879","19","14"

"65817","1","0"

"40924","5","0"

"40925","21","1"

"40926","259","9"

"65830","3","0"

"40927","162","9"

"65855","4","1"

"65857","6","0"

"65858","4","0"

"41011","336","15"

"41012","404","18"

"41013","274","9"

"65873","20","23"

"41016","31","0"

"65874","5","0"

"41052","6","0"

"41055","2","0"

"65901","650","6"

"65903","7","0"

"41068","15","0"

"65904","2","1"

"4107","67","6"

"65906","4","0"

"41070","3","0"

"65907","8","2"

"41072","10","2"

"41073","6","0"

"41074","2","0"

"41075","6","0"

"4108","81","3"

"65912","71","41"

"41080","13","10"

"65913","157","61"

"65914","2","0"

"65915","31","2"

"41092","2","0"

"41094","6","0"

"41097","28","4"

"65957","2","1"

"65960","46","25"

"65961","70","28"

"41132","43","14"

"65962","74","28"

"65963","11","1"

"41134","30","5"

"41135","11","3"

"41136","34","8"
"41137","34","5"

"41138","64","12"

"41139","16","3"

"41140","1","0"

"65977","136","18"

"65984","8","0"

"65985","3","1"

"6599","11","1"

"65991","36","3"

"41176","2","0"

"41177","3","0"

"66000","65","3"

"41183","3","0"

"41184","4","0"

"41185","9","0"

"41187","3","0"

"41194","1","0"

"6605","30","0"

"6606","4","0"

"6607","4","0"

"6608","1","0"

"41259","14","2"

"66152","24","2"

"66159","15","3"

"41300","234","82"

"41326","3","1"

"66217","42","1"

"6625","59","19"

"66253","7","0"

"6626","155","55"

"6630","8","1"

"41361","1","0"

"41362","5","0"

"41363","3","0"

"41364","1","0"

"41365","5","0"

"41366","1","0"

"41367","4","0"

"6631","3","0"

"41368","10","0"

"41369","2","0"

"66311","1","0"

"41371","4","0"

"41372","2","0"

"66315","8","0"

"41374","3","0"

"66316","1","1"

"66317","3","0"

"66318","7","2"

"66320","24","5"

"41385","1","0"

"66326","6","0"

"41390","1","0"

"41398","5","0"

"41400","4","0"
"66353","6","3"

"66354","5","0"

"41402","1","0"

"66356","139","17"

"66358","9","0"

"41407","1","0"

"66360","30","0"

"66364","30","0"

"41417","4","0"

"41418","8","0"

"66369","5","1"

"41424","5","0"

"66374","3","0"

"66375","1","2"

"66376","9","0"

"66377","75","3"

"66378","2","7"

"66381","29","9"

"41444","17","0"

"41445","23","2"

"66385","1","0"

"41446","2","0"

"66386","2","0"

"66387","1","0"

"66388","3","0"

